Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Nhà hàng Gánh,"58/4 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh",028 3829 5243,,,
King BBQ Buffet - Chi nhánh Bến Tre,"Võ Nguyên Giáp, Phường 6, Thành phố Bến Tre, Bến Tre",0275 6 277 788,kbfbentre@gmail.com,http://kingbbq.com.vn,
Iokkoi Coffee - Zen Garden,"92B Nguyễn Văn Khước, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",0275 089 998 98 78,,,
Idea Coffee,"59 Lộ số 4, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",0275 096 907 1315,,,
Quán Hải Sản Thanh Tùng,"99A2 Đồng Văn Cống, Xã Bình Phú, Thành phố Bến Tre, Bến Tre",0275 2468 294,,,
Ann's Coffee,"142B2 Đại Lộ Đồng Khởi, Phường Phú Tân, Thành phố Bến Tre, Bến Tre",0275 6276 789,,,
1992 Lẩu & Nướng Buffet,"189 Võ Nguyên Giáp, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",0275 6282 222,,,
Buffet Sea Star,"3 Nguyễn Hoàng, Quận Nam Từ Liêm, Thành phố Hà Nội",,,,
Meat Plus 4+4,"Shophouse lô B5-01, B5-02, B5-03 Vinhomes Gardenia, Phường Cầu Diễn, Quận Nam Từ Liêm, Thành phố Hà Nội",,,,
Lẩu Hấp Fresh,"B2 – 05A Vinhomes Gardenia Hàm Nghi , Mỹ Đình, Quận Nam Từ Liêm, Thành phố Hà Nội",,,,
Lẩu nấm Thảo Quý,"12 Lê Đức Thọ, Quận Nam Từ Liêm, Thành phố Hà Nội",,,,
Quán Kanpai,"Tầng G, KTTTM Garden, Mỹ Đình, Quận Nam Từ Liêm, Thành phố Hà Nội",,,,
Quán Buk Buk,"Tầng 1,Tòa Nhà CT2A – B, Khu Đô Thị Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội",,,,
Nhà hàng Nam Sơn,"809 Giải Phóng, Quận Hoàng Mai, Thành phố Hà Nội",,,,
Nhà hàng vườn phố ESTAURANT,"3B Phan Đình Phùng, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
El Gaucho Steakhouse - Crescent Mall,"CR1-12 Crescent Mall, 101 Tôn Dật Tiên, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",028 083 827 2090,,,
K’Street – Phố Lẩu Nướng,"186 Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội",,,,
Dimsum & Lẩu Trung Hoa – FengHuang,"CX14 – KĐT Linh Đàm, Quận Hoàng Mai, Thành phố Hà Nội",,,,
Nhà Hàng Chay Đóa Sen Vàng,"253 Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 0967 577 017,doasenvangvegan@gmail.com,https://doasenvang.com,
Thiên Mộc,"75 Ngụy Như Kon Tum, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội",,,,
Đại Lâm Mộc,"27 Lê Văn Lương, Quận Thanh Xuân, Thành phố Hà Nội",,,,
Nhà hàng Cơm Niêu Sài Gòn,"27 Tú Xương, Phường 07, Quận 3, Thành phố Hồ Chí Minh",028 090.1301.808,,,
Nhà hàng Mặt Trời Đỏ Akataiyo,"43 Linh Lang, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà Hàng Buffet Chay Tịnh Thực Quán,"10 Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà hàng Cánh Buồm,"150 đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Thành phố Hà Nội",,,,
Nhà hàng Ái Huê 1,"412-418 Trần Hưng Đạo B, Phường 04, Quận 5, Thành phố Hồ Chí Minh",028 38.555.802,nhahangaihue1@yahoo.com,http://www.aihue.com,
Nhà hàng Sushibar,"107 A5, Giảng Võ, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà hàng Botanica,"P116/D4,Giảng Võ, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà hàng Nhật Bản Nagisa – Linh Lang,"8, ngõ 71 Linh Lang, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà hàng 7 Kỳ Quan,"Số 12, Đường 26, Phường 11, Quận 6, Thành phố Hồ Chí Minh",028 0837.551.577,baykyquan@yahoo.com.vn,,
Fortune Pizza,"9 Ấu Triệu, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Nhà hàng Hà Nội Phố,"Km 19, Đức Thượng, QL 32, Huyện Hoài Đức, Thành phố Hà Nội",,,,
Ngọc Châu Garden,"Số 116 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 6687 3838,,,
Nhà hàng Hoa An Viên – Phở Cali,"95 Lê Đức Thọ, Thành phố Hà Nội",,,,
Thung Lũng Vang,"13M2 Ngõ 112 Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội",,,,
Ngò Rí - Nhà Hàng Thái Lan,"16 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",028 3837 1311,,,
Jaspas,"49 Hai Bà Trưng, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Ngan Dinh Restaurant,"Tầng 5, Khách sạn Windsor Plaza, 18 An Dương Vương, Quận 5, Thành phố Hồ Chí Minh",028 3830 8888,,,
Noir – Dining in the dark,"180D Hai Bà Trưng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 6263 2525,,,
Nhà Hàng Sum Villa,"0 Đặng Thai Mai, Quận Tây Hồ, Thành phố Hà Nội",,,,
NakaThai,"23 Trần Ngọc Diện, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh",028 3519 0398,,,
Nhà Hàng Buffet Sứ,"64 Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội",,,,
Nhà Hàng Lã Vọng,"2A Nguyễn Thị Thập, Quận Cầu Giấy, Thành phố Hà Nội",,,,
La Badiane,"10 Nam Ngư, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Press Club,"12 Lý Đạo Thành, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Mộc Riêu Nướng,"Số 318-320 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh",028 3836 4968,moclairai@gmail.com,http://mocquan.vn,
Jacksons Steakhouse,"3J Hai Bà Trưng,, Phường Hàng Bài, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Mountain Retreat,"36 Lê Lợi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 090 719 45 57,,,
Ming Restaurant,"1 Thanh Niên, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội",,,,
Morico - Contemporary Japanese Lifestyle,"Tầng 2 Crescent Mall, 101 Tôn Dật Tiên, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",028 090 366 74 26,,,
El Gaucho,"11 Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Green Tangerine,"48 Hàng Bè, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Moon's Kitchen Phú Nhuận,"16 Hoa Mai, Phường 02, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 3517.0808,,,
La Verticale,"19 Ngô Văn Sở,, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Moon's Kitchen - Korea BBQ & Coffee,"16 Hoa Mai, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 3517 0808,,,
Nhà Hàng Long Đình,"64B Quán Sứ, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
The Rooftop Bar Hà Nội,"Tầng 19 Tòa nhà Pacific, số 83B Lý Thường Kiệt, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Nhà Hàng Soft Water,"42, tập thể F361 An Dương, Quận Tây Hồ, Thành phố Hà Nội",,,,
Rice Bistro - Ẩm Thực Việt,"32 Hàng Mành, Quận Hoàn Kiếm, Thành phố Hà Nội",024  928 8912,,http://ricebistro.com.vn/,
Moon Go,"261 Thích Quảng Đức, Phường 04, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 0932669590,,,
Nhà hàng XANH GARDEN,"Thôn Trường An, Xã An Khánh, Huyện Hoài Đức, Thành phố Hà Nội",024 093 250 65 69,,,
Nhà hàng Hải Cảng,"Tầng 7, tòa nhà M5, 91 Nguyễn Chí Thanh, Quận Ba Đình, Thành phố Hà Nội",024 0964706666,,haicang.vn,
Moo Beef Steak,"109 Ly Tu Trong, Quận 1, Thành phố Hồ Chí Minh",028 0965989835,,https://www.moobeefsteak.com.vn,
Nhà hàng Long Vĩ,"3A Đào Duy Anh, Quận Đống Đa, Thành phố Hà Nội",024 0947884646,,longvipalace.vn,
Nhà hàng L'Annam Buffet,"117 Bùi Thị Xuân, Quận Hai Bà Trưng, Thành phố Hà Nội",024 62659333,,http://annambuffet.vn,
Mong Kok,"Số 108 Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",028 0899 933 332,,,
Nhà hàng Sơn Thiên,"37 Trần Kim Xuyến, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",024 096 142 91 58,,https://nhahangsonthien.com/,
Mì cay Sasin,"310 Nguyễn Trọng Tuyển, Phường 01, Quận Tân Bình, Thành phố Hồ Chí Minh",028 1900 0131,,http://micaysasin.vn,
Sen Tây Hồ,"614 Lạc Long Quân, Quận Tây Hồ, Thành phố Hà Nội",024 3719 9242,,http://sentayho.com.vn/,
Nhà hàng Vạn Hoa,"02 Chương Dương Độ, Quận Hoàn Kiếm, Thành phố Hà Nội",024 093.897.8888,,http://vanhoaclub.com.vn/,
Nhà Hàng Phương Nguyên,"51 - 53 Tô Ngọc Vân, Quận Tây Hồ, Thành phố Hà Nội",024 098 365 00 94,,http://nhahangphuongnguyen.com.vn/,
Mẹt Quán - Ẩm Thực Tây Bắc,"1117 Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 096.683.6883,lienhe@metquan.com,http://metquan.com,
Nhà hàng Bay Buffet,"167 Hoàng Ngân, Quận Cầu Giấy, Thành phố Hà Nội",024 6251 0956,,http://www.baybuffet.com/,
Nhà hàng Lẩu Đức Trọc,"69 Phó Đức Chính, Quận Ba Đình, Thành phố Hà Nội",,,http://www.lauductroc.com/,
Mekong Food Garden,"18b Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 0941 459 779,,,
Buffet Hải sản Chef Dzung,"47 Nguyễn Tuân, Quận Thanh Xuân, Thành phố Hà Nội",024 0914.879.966,,,
Meiwei,"SC Vivocity, Tầng 2, Lô 02-26B, Số 1058 Nguyễn Văn Linh, Thành phố Hồ Chí Minh",028 7300 7739,,http://meiwei.vn,
Nhà hàng Phủi Quán,"74 Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",024 0941 876 555,,https://phuiquan.com/,
Marukame Udon,"215-217 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 6270 2999,mrk-benthanh@toridollvlotus.vn,https://www.marukameudon.vn,
Nhà hàng Phố biển,"104 Hải Thượng Lãn Ông, Thành phố Vinh, Nghệ An",0238 094 373 33 77,,,
Nhà hàng Nemo Biển rạng,"Cuối đường Lê Mao kéo dài , Thành phố Vinh, Nghệ An",0238 8586 888,,,
Nhà hàng Maria Saigon,"172C Nguyễn Đình Chiểu, Quận 3, Thành phố Hồ Chí Minh",028 3930 2379,info@mariasaigon.com.vn,https://mariasaigon.com.vn,
Nhà hàng Rạm biển,"69 Đại lộ Lê Nin, Thành phố Vinh, Nghệ An",0238 096 6959 161,,,
Ăn vặt cô Thủy,"68/2 Lê Đình Lý, Phường Hưng Bình, Thanh Khê, Nghệ An",,,,
Mandarine,"11A Ngô Văn Năm, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3822 9783,,,
Maison Mận-Đỏ Restaurant,"03 Nguyễn Ư Dĩ, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh",028 0933 77 44 87,,https://maisonmando.com,
Fuji,"Số 01, Tòa nhà Vinaconex 9B đường Lê Nin, Thành phố Vinh, Nghệ An",0238 0975678822,,,
Macho Taco,"Tầng 2, 17 Trần Quốc Toản, Phường 08, Quận 3, Thành phố Hồ Chí Minh",028 036 8466356,,,
Gin's Pizza,"94 Phong Đình Cảng, Thành phố Vinh, Nghệ An",0238 3737 575,,,
Don Chicken,"134 Lê Hồng Phong, Thành phố Vinh, Nghệ An",0238 3848 888,,,
Nhà hàng Lemongrass,"4 Nguyễn Thiệp, Quận 1, Thành phố Hồ Chí Minh",028 3822 0496,info@lemongrasssaigon.com,http://www.lemongrasssaigon.com,
LemonGrass,"Tầng 14, khách sạn Palace, 56-66 Nguyễn Huệ, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",028 3829 1520,lemongrass@palacesaigon.com,http://lemongrasssaigon.com,
Le Steak - Beefsteak Bò,"Hẻm 26 Đường D5, , Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 6682 8839,,,
Nhà hàng Quang Thơm,"Đường Ngọc Hân Công Chúa , Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 0915535453,,,
Nhà hàng Đông Nam,"BT4 20 Nguyễn Thị Minh Khai, Phường Kinh Bắc, Thành phố Bắc Ninh, Bắc Ninh",0222 093 626 66 86,nhahangdongnambacninh@gmail.com,http://nhahangdongnam.com,
Trâu ngon quán,"388 Trần Phú, Phường Đông Ngàn, Thị xã Từ Sơn, Bắc Ninh",0222 096 186 89 89,,https://traungonquan.vn,
Bia tươi Đức Babarina,"Số 522 Trần Phú, Phường Đông Ngàn, Thị xã Từ Sơn, Bắc Ninh",0222 3843 732,nhahangbabarina@gmail.com,www.babarina.com,
Nhật Nướng Thành Vinh,"171 Nguyễn Văn Cừ, Thành phố Vinh, Nghệ An",0238 0946833519,,https://www.facebook.com/nhat.nuong.vinh,
Hải sản Đại Dương,"161 Đại lộ Lênin, Thành phố Vinh, Nghệ An",0238 0947955777,,https://www.facebook.com/nhahangdaiduongtpvinh,
Nhà hàng SUMO Chef,"126 Hermann, Thành phố Vinh, Nghệ An",0238 094 323 37 37,,https://www.facebook.com/sumochef126hermann/,
Thái Story,"Tầng 1 chung cư Tân Thịnh, gần cuối Lê Mao kéo dài, Thành phố Vinh, Nghệ An",0238 0942447777,,https://www.facebook.com/Thái-Story-Lê-Mao-Kéo-Dài-474429926273235/,
Buffet Hải Sản ChefDzung,"65 Lê Nin, Thành phố Vinh, Nghệ An",0238 098 148 74 87,,https://www.facebook.com/chefdzungcosoVinh/,
Delicio Restaurant,"40 Nguyễn Văn Cừ, Thành phố Vinh, Nghệ An",0238 096.737.2222,,https://www.facebook.com/Delicio.Restaurant/,
Nhà hàng The American Steak,"138 Ngư Hải, Lê Mao, Thành phố Vinh, Nghệ An",0238 0868 931 598,,https://www.facebook.com/Nhà-hàng-The-American-Steak-138-Ngư-Hải-tp-Vinh-1544443235667974/,
Nhà hàng Hùng Loan 78,"Kiot 78 Bãi Biển Cửa Lò, Bình Minh, Thị xã Cửa Lò, Nghệ An",,,,
Nhà hàng Trung Hồng,"Kiốt 63 - 65 Đường Bình Minh, Thị xã Cửa Lò, Nghệ An",0238 3824.559,,,
Nhà hàng Phú Xuân,"Bình Minh, Nghi Hương, Thị xã Thái Hoà, Nghệ An",0238  091 593 45 17,,,
Nhà hàng Thái Dương,"Khu du lịch sinh thái Song Ngư, Cửa Hội, Thị xã Cửa Lò, Nghệ An",0238 0912 044 283,,,
Nhà hàng Hành Hiệp,"175 đường Phạm Huy- Khối 2, Phường Thu Thuỷ, Thị xã Cửa Lò, Nghệ An",0238 097 741 09 28,,https://www.facebook.com/nhahanghanhhiep/,
Nhà hàng Thúy Hiếu,"Kiot 08 bãi xe số 4, bãi biển Cửa Lò, Bình Minh, Thị xã Cửa Lò, Nghệ An",0238 3951 164,,https://www.facebook.com/thuyhieucualo/,
Nhà hàng Lam Giang,"Đường ven sông Lam, Nghi Hải, Thị xã Cửa Lò, Nghệ An",0238 098 508 01 28,,https://www.facebook.com/pg/nhahanglamgiangcuahoi/,
Nhà hàng Lan Châu,"01 đảo Lan Châu, Nghi Thủy, Thị xã Cửa Lò, Nghệ An",0238 0906 113 379,,https://www.songnguson.vn/Nha-hang-lan-chau.html,
Tôm Tít,"29 Sào Nam, Thị xã Thái Hoà, Nghệ An",0238 0981 445 444,,https://www.facebook.com/tomtit29/,
Thế Giới Ăn Vặt Như Ngọc Huế,"Đường Sào Nam, Gần bên Nhà Thi Đấu, Thị xã Cửa Lò, Nghệ An",0238 0981 445 444,,https://www.facebook.com/thegioianvatcualo/,
Nhà hàng Huy Hương,"Đường Nam Cấm (Nguyễn Xí), Hồ Tôm, Thị xã Cửa Lò, Nghệ An",0238 038 394 4765,,https://www.facebook.com/nhahanghuyhuong/,
Nhà hàng Bình Xuân,"Hồ Tôm, đường Nguyễn Xí, Thị xã Cửa Lò, Nghệ An",0238 096 917 59 66,,https://www.facebook.com/nhahangbinhxuan/,
Lẩu BangKok 6,"203 Mai Thúc Loan, Thị xã Cửa Lò, Nghệ An",0238  215 1617,,https://www.facebook.com/bangkok6/,
Le Chef - Nhà hàng Pháp,"244/25 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 0938 999054,,,
Lẩu Nướng Thái Lan Số 7 - Poi Pet - Hùng Vương Square,"31A/2, Hùng Vương, Phường 09, Quận 5, Thành phố Hồ Chí Minh",028 0395.989.866,,,
Lẩu mắm Bà Dú,"19 Trần Khắc Chân, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",028 1900 9499,,,
Lẩu Kiki,"175, Nguyễn Đức Cảnh, Khu phố Grandview C, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",028 5417 1899,,http://kikihotpot.com,
Lẩu Hong Kong - Hotpot & Dimsum Town,"92 Nam Kỳ Khởi Nghĩa, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 077 904 9490,lauhongkongtown@gmail.com,,
Lẩu Ếch Sáu Hiếu,"429/9 Quang Trung, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 0903770675,,,
Lẩu Dê Đồng Hương,"Số 33B Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 1900 779935,,,
Lẩu dê 404,"110A số 9A, ngay khu dân cư Trung Sơn, Huyện Bình Chánh, Thành phố Hồ Chí Minh",028 090 636 4268,,http://laude404.com,
Lẩu Dê & Cua 245,"186 - 188 - 190 Hoa Lan, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 0917 171 718,laudecua245@gmail.com,https://www.laude.vn,
Lẩu Cua Đất Mũi,"769 Quang Trung, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 777999 89,,,
Lẩu cá kèo Bà Huyện,"87 Bà Huyện Thanh Quan, Quận 3, Thành phố Hồ Chí Minh",028 3930 1091,,,
Lẩu Bò Sài Gòn ViVu,"QL1A, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",028 3730 7907,,https://laubosaigonvivu.com,
Lẩu Bò Quang Khải,"60 Hồ Hảo Hớn, Quận 1, Thành phố Hồ Chí Minh",028 0934 090 585,,,
Lẩu Bò Cô Thảo,"84/10 Hồ Thị Kỷ, Quận 10, Thành phố Hồ Chí Minh",028 096 820 70 45,,,
Làng Vòng,"413 Phan Huy Ích, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 0903.991.422,info.langvong@gmail.com,https://langvongfood.com,
Lạc Thái,"71/2 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 0906 945 388,,,
La Villa,"14 Ngô Quang Huy, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh",028 3898 2082,,http://lavilla-restaurant.com.vn,
Lá Phong,"9 Trần Cao Vân, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 3824 7882,,,
K-Pub,"Tầng trệt TTTM Aeon Mall Bình Tân, Số 1 Đường số 17A, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",028 73006059,,https://kpub.com.vn,
Koki Chip,"168 Cộng Hòa, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",028 090 878 76 11,,,
King BBQ Buffet,"205 Phan Xích Long, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 1900 234 546,,https://kingbbq.com.vn,
Kimpap Hoàng Tử,"628/3 Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 093 815 16 93,,,
Kimbap FC - Món ăn Hàn Quốc,"71 Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 090 242 15 86,,,
Kim Quán,"21 Green View , Nguyễn Lương Bằng, Quận 7, Thành phố Hồ Chí Minh",028 090 241 99 99,,,
Jardin Des Sens Saigon,"251 Điện Biên Phủ, Quận 3, Thành phố Hồ Chí Minh",028 3930 3394,,,
JangWon Korean BBQ - Buffet Nướng Bàn Đá và Lẩu Hàn Quốc,"414 Nguyễn Thị Thập, Quận 7, Thành phố Hồ Chí Minh",028 078 666 1060,,,
Ichiba Sushi,"443/56A Dien Bien Phu, Phường 03, Quận 3, Thành phố Hồ Chí Minh",028 0888741007,ichihanasushivn@gmail.com,http://ichihanasushi.vn,
Hutong – Thiên đường Lẩu Hồng Kong,"Tầng G, Aeon Bình Tân, 532 A Kinh Dương Vương, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",028 7 3007 417,support.hn@ggg.com.vn,https://hutong.com.vn,
Hutong Quang Trung,"Số 1 Quang Trung, Phường 03, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 1900 6622,,https://hutong.com.vn,
Hutong – Hot Pot Paradise,"Số 169 - 171 Phan Xích Long, Phường 02, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 7 3002 048,,,
Hủ tiếu mực Ông Già Cali,"140 Đường số 7, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",028 0903.099955,,,
Hủ Tiếu Mì A Keeng,"323 Đường Số 1, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",028 0906.096.218,,,
Hội An Sense,"Lầu 6, Tòa nhà Opus Sài gòn, Số 12 Phan kế Bính, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 0908 330 003,,https://hoiansense.com.vn,
Hoàng Yến Cuisine,"Parkson Hùng Vương, Tầng 3, 126 Hùng Vương, Thành phố Hồ Chí Minh",028 1900 234 550,,,
Here & Now Vegetarian,"220/12 Nguyễn Trọng Tuyển, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 6 2926 669,,,
Hẻm Spaghetti,"212/22 Nguyễn Oanh, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 2250 8635,hemspaghettisg@gmail.com,https://www.hemspaghettisg.com,
Hẻm Bia: Lost in HongKong,"175/19 Phạm Ngũ Lão,, Quận 1, Thành phố Hồ Chí Minh",028 0767891079‬,,,
Haru Sushi,"371 Nguyễn Tri Phương, Phường 05, Quận 10, Thành phố Hồ Chí Minh",028 0919087779,,,
Hào Uyển,"Lô L3-10-01, Tầng 3 Trung tâm mua sắm Estella Place, Số 88 Đường Song Hành, Khu Phố 5, Phường An Phú, Quận 2, Thành phố Hồ Chí Minh",028 7309 2796,,,
Hanuri,"284A Nguyễn Đình Chiểu, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 3880 0060,,,
Hanuri Korean Fast Food,"736 Sư Vạn Hạnh, Thành phố Hồ Chí Minh",028 3880 0060,,,
Hàng Dương Quán,"32 - 34 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 0968 817 788‬,info@hangduongquan.com,http://hangduongquan.com,
Hancook Korean Fast Food,"181/2 Đường 3 Tháng 2, , Quận 10, Thành phố Hồ Chí Minh",028 6686 3438,,http://hancook.vn,
Goobne Chicken,"69 Phạm Ngọc Thạch, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 7303 9292,,,
Geylang@Saigon,"164 Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 66861664,,,
Fox Beer,"11 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",028 091 39 79 739,foxbeerlounge11@gmail.com,,
Food House,"Số 230 Nguyễn Tri Phương, Phường 04, Quận 10, Thành phố Hồ Chí Minh",028 0996 969 230,,,
EON 51 Fine Dining Restaurant,"Level 50/51/52, Bitexco Financial Tower, 2 Hải Triều, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 6291 8751,,https://eon51.com,
Enza - Nhà Hàng Nướng Nhật Bản,"Parkview Phú Mỹ Hưng, 138 Hà Huy Tập, Quận 7, Thành phố Hồ Chí Minh",028 5412 4486,,,
"An Khang Quán – Phở gan cháy Đáp Cầu, Bắc Ninh","41 Nguyễn Cao, Phường Ninh Xá, Thành phố Bắc Ninh, Bắc Ninh",0222 3829 415,,,
Lẩu nấm Hoàng Phố,"32 Nguyễn Thị Lựu, Phường Suối Hoa, Thành phố Bắc Ninh, Bắc Ninh",0222 091 319 83 38,hoangpho.goldsun@gmail.com,http://launamhoangpho.vn/,
El Gaucho Steakhouse,"74/1 Hai Bà Trưng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 083 827 2090,,https://vn.elgaucho.asia,
Korean food Bắc Ninh,"50 Trần Quốc Toản, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",0222 096 911 00 50,,,
Đức Bảo,"34 Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh",028 3822 3623,,,
Quán cháo cá Tích Nghi,"11 đường Làng, phường Kinh Bắc, Phường Kinh Bắc, Thành phố Bắc Ninh, Bắc Ninh",0222 098 844 75 08,,,
Đèn Lồng Quán,"Số 130 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",028 090 994 91 83,denlongrestaurant@gmail.com,https://www.denlongrestaurant.com,
DON CHICKEN VIỆT NAM,"67-69 Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 6266 6699,,,
DON CHICKEN VIỆT NAM,"67-69 Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 6266 6699,,,
Dim Tu Tac,"29B Trần Hưng Đạo, Phường 06, Quận 5, Thành phố Hồ Chí Minh",028 3836 2299,tranhungdao@dimtutac.com,https://www.dimtutac.com,
Hầm rượu vang La Cave de Saigon,"75 Ngô Thời Nhiệm, Thành phố Hồ Chí Minh",028 22 395 864,,,
Hallyu - Korean Fast Food,"141 Đường 3 Tháng 2, Phường 03, Quận 10, Thành phố Hồ Chí Minh",028 094 504 15 15,,,
Hana BBQ,"292 - 294 Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 0913160063,,http://hahabuffet.com,
Gyu Shige,"463 Phan Văn Trị,, Thành phố Hồ Chí Minh",028 3895 5588,,,
